id,hour,hour_bef_temperature,hour_bef_precipitation,hour_bef_windspeed,hour_bef_humidity,hour_bef_visibility,hour_bef_ozone,hour_bef_pm10,hour_bef_pm2.5,count
2029,21,18.8,0.0,0.6,14.0,2000.0,0.028,21.0,13.0,194.0
2030,7,16.1,0.0,1.3,64.0,1522.0,0.025,38.0,26.0,26.0
2031,18,19.7,0.0,5.7,35.0,2000.0,0.052000000000000005,54.0,17.0,280.0
2032,8,9.3,0.0,0.2,67.0,661.0,0.033,70.0,38.0,43.0
2033,14,22.9,0.0,1.8,54.0,666.0,0.047,98.0,34.0,116.0
2034,9,13.4,0.0,3.2,29.0,2000.0,0.033,42.0,23.0,115.0
2035,23,18.0,0.0,1.7,34.0,2000.0,0.043,27.0,18.0,186.0
2036,11,17.2,0.0,0.2,52.0,1114.0,0.01,124.0,31.0,65.0
2038,0,10.5,0.0,3.4,59.0,1990.0,0.044,46.0,23.0,58.0
2040,22,19.6,0.0,2.8,42.0,2000.0,0.056,41.0,26.0,245.0
2042,3,17.8,0.0,0.8,91.0,330.0,0.005,31.0,23.0,29.0
2043,3,17.1,0.0,1.4,50.0,1718.0,0.004,72.0,44.0,24.0
2044,17,28.0,0.0,3.4,37.0,1114.0,0.068,61.0,42.0,187.0
2045,0,19.2,0.0,1.6,62.0,1976.0,0.033,35.0,29.0,75.0
2047,1,12.6,0.0,2.4,48.0,1805.0,,,,43.0
2048,19,23.3,0.0,3.5,40.0,1942.0,0.041,55.0,29.0,227.0
2049,17,19.9,0.0,4.5,34.0,1822.0,0.059,53.0,33.0,154.0
2051,21,17.3,0.0,3.2,63.0,2000.0,0.027000000000000003,36.0,17.0,230.0
2052,15,27.4,0.0,3.8,23.0,1957.0,0.067,47.0,22.0,104.0
2053,4,18.5,0.0,1.2,80.0,724.0,0.061,43.0,27.0,13.0
2054,11,20.6,0.0,3.5,63.0,1420.0,0.05,37.0,24.0,103.0
2055,14,19.1,0.0,2.2,67.0,1181.0,0.042,36.0,25.0,82.0
2056,23,13.1,0.0,2.1,31.0,2000.0,0.036000000000000004,31.0,13.0,98.0
2057,19,16.6,0.0,5.0,25.0,2000.0,0.048,54.0,18.0,199.0
2058,22,10.4,0.0,3.0,70.0,2000.0,0.037000000000000005,48.0,19.0,110.0
2059,0,11.1,0.0,1.4,39.0,1931.0,0.015,102.0,24.0,62.0
2061,11,12.0,0.0,2.1,76.0,342.0,0.017,66.0,60.0,87.0
2062,8,16.1,0.0,1.0,55.0,945.0,0.024,54.0,35.0,54.0
2063,2,15.8,0.0,1.4,39.0,2000.0,0.029,21.0,16.0,51.0
2064,10,17.3,0.0,1.0,41.0,1757.0,0.006999999999999999,70.0,40.0,13.0
2065,4,17.0,0.0,1.7,72.0,1983.0,0.006999999999999999,34.0,23.0,15.0
2066,11,10.1,0.0,1.5,59.0,990.0,0.015,39.0,,78.0
2068,15,23.3,0.0,3.6,45.0,680.0,0.07400000000000001,220.0,51.0,108.0
2070,14,16.5,0.0,3.8,20.0,2000.0,0.037000000000000005,52.0,25.0,113.0
2071,3,18.8,0.0,0.5,54.0,2000.0,0.019,29.0,22.0,34.0
2073,15,19.6,0.0,4.1,53.0,1995.0,0.041,39.0,13.0,125.0
2075,8,10.6,0.0,0.7,22.0,974.0,0.026,214.0,21.0,34.0
2076,2,10.3,0.0,0.3,76.0,798.0,0.004,83.0,38.0,32.0
2077,5,7.4,0.0,1.8,57.0,813.0,0.004,78.0,71.0,12.0
2078,10,15.8,0.0,5.0,55.0,1903.0,0.042,48.0,15.0,84.0
2080,8,16.3,0.0,1.9,49.0,2000.0,0.027000000000000003,28.0,19.0,37.0
2081,3,11.3,0.0,1.3,82.0,602.0,0.049,62.0,33.0,25.0
2082,0,20.6,0.0,2.0,71.0,827.0,0.047,60.0,35.0,80.0
2084,17,22.2,0.0,5.7,18.0,1948.0,0.06,88.0,21.0,158.0
2086,1,11.5,0.0,3.2,23.0,2000.0,,,,42.0
2088,12,24.0,0.0,1.5,34.0,838.0,0.037000000000000005,96.0,47.0,94.0
2089,11,23.3,0.0,1.2,53.0,1650.0,0.021,29.0,16.0,119.0
2090,18,27.5,0.0,3.8,47.0,1507.0,0.083,64.0,40.0,398.0
2091,9,11.9,0.0,0.8,45.0,965.0,0.005,69.0,58.0,59.0
2092,13,15.5,0.0,1.3,33.0,1716.0,0.018000000000000002,82.0,28.0,80.0
2095,4,10.7,0.0,2.2,45.0,1783.0,0.027000000000000003,102.0,25.0,13.0
2096,20,14.0,0.0,2.9,35.0,910.0,0.061,,,117.0
2098,21,14.2,0.0,3.4,83.0,952.0,0.033,44.0,23.0,120.0
2099,6,15.1,0.0,0.3,88.0,415.0,0.05,60.0,34.0,14.0
2100,20,14.2,0.0,3.6,33.0,2000.0,0.035,42.0,20.0,138.0
2101,19,12.7,0.0,3.5,34.0,1250.0,0.065,75.0,62.0,87.0
2102,12,16.0,0.0,2.3,39.0,1834.0,0.034,39.0,23.0,121.0
2105,17,27.6,0.0,3.5,39.0,1963.0,0.052000000000000005,27.0,17.0,222.0
2106,22,12.3,0.0,3.3,57.0,1580.0,0.05,53.0,22.0,118.0
2109,12,25.6,0.0,1.8,29.0,869.0,0.032,73.0,33.0,129.0
2111,15,13.2,0.0,4.6,34.0,1954.0,0.051,22.0,21.0,104.0
2112,11,14.5,0.0,2.7,41.0,1995.0,0.031,29.0,17.0,78.0
2113,13,11.7,0.0,4.4,51.0,2000.0,0.037000000000000005,22.0,22.0,103.0
2114,22,18.1,0.0,4.6,73.0,1796.0,0.039,27.0,,143.0
2116,10,21.1,0.0,1.4,40.0,1855.0,0.03,45.0,27.0,81.0
2118,7,9.6,0.0,0.9,73.0,827.0,0.021,59.0,30.0,16.0
2119,17,16.3,1.0,5.9,88.0,492.0,0.059,38.0,22.0,92.0
2120,5,15.8,0.0,0.9,68.0,851.0,0.048,52.0,33.0,19.0
2121,8,8.6,0.0,2.0,89.0,223.0,0.01,74.0,64.0,34.0
2122,9,18.8,0.0,0.5,49.0,1132.0,0.027000000000000003,39.0,23.0,75.0
2123,23,17.5,0.0,3.1,78.0,1323.0,0.043,26.0,22.0,102.0
2124,0,19.9,0.0,0.8,73.0,314.0,0.041,97.0,56.0,90.0
2126,3,12.1,0.0,3.2,85.0,679.0,0.043,54.0,21.0,17.0
2128,6,8.5,0.0,1.5,55.0,2000.0,0.036000000000000004,31.0,18.0,29.0
2129,3,12.1,0.0,3.0,40.0,1436.0,0.066,71.0,44.0,13.0
2130,5,15.7,0.0,1.2,63.0,688.0,0.026,118.0,74.0,7.0
2131,20,19.6,0.0,1.7,66.0,1142.0,0.053,54.0,33.0,171.0
2132,0,18.8,0.0,2.5,51.0,1638.0,0.051,51.0,35.0,106.0
2136,2,17.7,0.0,2.1,54.0,1609.0,0.055,48.0,31.0,53.0
2137,19,12.4,0.0,4.5,15.0,2000.0,0.044,63.0,15.0,136.0
2138,18,28.1,0.0,4.4,25.0,862.0,0.125,94.0,53.0,300.0
2139,21,12.5,0.0,4.0,73.0,1264.0,0.051,57.0,27.0,91.0
2140,22,14.1,0.0,3.0,37.0,1722.0,0.057,57.0,31.0,144.0
2142,17,29.2,0.0,3.9,25.0,769.0,0.112,69.0,38.0,324.0
2144,3,17.4,0.0,1.0,52.0,2000.0,0.029,38.0,27.0,31.0
2150,7,12.4,0.0,2.3,67.0,2000.0,0.023,43.0,15.0,104.0
2151,5,19.0,0.0,1.7,65.0,517.0,0.035,94.0,55.0,14.0
2152,20,14.0,0.0,4.3,44.0,2000.0,0.043,48.0,19.0,150.0
2153,15,27.4,0.0,1.7,23.0,1661.0,0.076,75.0,33.0,218.0
2154,18,20.3,0.0,4.7,25.0,1994.0,0.053,43.0,20.0,242.0
2155,0,12.3,0.0,3.7,35.0,2000.0,0.037000000000000005,34.0,17.0,66.0
2156,15,20.2,0.0,3.8,75.0,547.0,0.039,65.0,43.0,105.0
2157,14,28.4,0.0,1.9,20.0,1346.0,0.08199999999999999,78.0,38.0,179.0
2158,23,18.2,0.0,1.3,70.0,738.0,0.036000000000000004,58.0,34.0,141.0
2159,21,14.8,0.0,3.7,44.0,2000.0,0.042,23.0,16.0,120.0
2160,21,21.5,0.0,2.9,44.0,1970.0,0.063,52.0,33.0,239.0
2161,2,11.4,1.0,0.9,89.0,289.0,0.017,67.0,57.0,5.0
2162,23,14.5,0.0,1.8,68.0,1794.0,0.034,43.0,20.0,119.0
2163,20,21.5,0.0,1.0,33.0,2000.0,0.049,60.0,32.0,201.0
2164,2,9.2,0.0,0.4,62.0,1882.0,0.04,49.0,18.0,24.0
2167,15,26.3,0.0,4.3,39.0,1925.0,0.062,37.0,23.0,272.0
2168,19,10.6,0.0,0.8,84.0,1091.0,0.033,23.0,22.0,114.0
2169,4,10.2,0.0,1.3,63.0,1378.0,0.033,58.0,29.0,11.0
2170,15,23.1,0.0,4.3,23.0,1798.0,0.064,54.0,29.0,266.0
2171,3,18.1,0.0,0.8,77.0,272.0,0.008,112.0,69.0,26.0
2172,4,8.7,0.0,1.0,66.0,1802.0,0.044,46.0,18.0,8.0
2173,18,24.8,0.0,3.6,33.0,1262.0,0.084,113.0,49.0,303.0
2174,4,16.8,0.0,1.6,53.0,2000.0,0.031,37.0,27.0,21.0
2175,3,10.8,0.0,3.8,45.0,2000.0,0.039,34.0,19.0,20.0
2176,5,18.3,0.0,1.9,54.0,2000.0,0.009000000000000001,30.0,21.0,22.0
2178,21,20.7,0.0,3.7,37.0,1395.0,0.08199999999999999,71.0,36.0,216.0
2179,17,21.1,0.0,3.1,47.0,1973.0,0.046,38.0,17.0,170.0
