index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,begin_month,credit
192,F,N,Y,0,135000.0,Working,Higher education,Married,House / apartment,-13299,-1628,1,0,0,0,Laborers,2.0,-14.0,2.0
193,M,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16224,-2574,1,0,0,0,Security staff,2.0,-22.0,0.0
194,M,Y,N,1,252000.0,State servant,Higher education,Married,House / apartment,-12483,-1650,1,1,1,0,High skill tech staff,3.0,-19.0,1.0
195,F,N,Y,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10981,-552,1,0,0,0,Laborers,2.0,-5.0,2.0
196,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-9889,-2289,1,0,0,0,Managers,2.0,-36.0,2.0
197,M,N,Y,1,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-11524,-2554,1,0,0,0,Sales staff,3.0,-49.0,2.0
198,F,N,Y,2,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-13077,-5394,1,1,0,0,Medicine staff,4.0,-26.0,1.0
199,F,N,Y,2,360000.0,Working,Secondary / secondary special,Married,House / apartment,-15812,-658,1,0,1,0,Sales staff,4.0,-11.0,2.0
200,M,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,-14646,-1953,1,0,0,0,Managers,2.0,-3.0,1.0
201,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-12322,-3717,1,0,0,0,Core staff,2.0,-10.0,1.0
202,F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,-14185,-4447,1,1,0,0,Core staff,2.0,-8.0,1.0
203,M,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11613,-4031,1,0,1,0,Laborers,2.0,-41.0,2.0
204,M,N,N,0,382500.0,Working,Secondary / secondary special,Married,Municipal apartment,-17254,-1207,1,1,1,0,Managers,2.0,-46.0,1.0
205,F,N,Y,0,171000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-16938,-673,1,0,0,0,Laborers,1.0,-28.0,2.0
206,M,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-11365,-2745,1,1,1,0,Core staff,2.0,-48.0,1.0
207,F,Y,N,0,144000.0,Working,Secondary / secondary special,Widow,House / apartment,-14407,-1345,1,0,0,0,HR staff,1.0,-6.0,2.0
208,F,N,N,2,112500.0,State servant,Higher education,Married,House / apartment,-11604,-2721,1,0,0,1,Core staff,4.0,-3.0,0.0
209,F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21383,365243,1,0,1,0,,2.0,-18.0,2.0
210,F,Y,Y,1,225000.0,Working,Higher education,Separated,House / apartment,-14816,-1672,1,0,0,0,Core staff,2.0,0.0,1.0
211,F,N,Y,0,315000.0,Commercial associate,Higher education,Separated,House / apartment,-17752,-2380,1,1,1,0,Accountants,1.0,-52.0,2.0
212,M,Y,Y,1,427500.0,Working,Higher education,Married,House / apartment,-15085,-354,1,0,0,0,Managers,3.0,-3.0,1.0
213,F,N,N,0,78750.0,Working,Secondary / secondary special,Married,With parents,-12104,-2045,1,1,0,0,Security staff,2.0,-13.0,2.0
214,F,N,N,0,67500.0,Pensioner,Higher education,Widow,House / apartment,-24081,365243,1,0,0,0,,1.0,-30.0,0.0
215,F,N,Y,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,-22046,-2011,1,0,0,0,Laborers,2.0,-13.0,2.0
216,F,N,N,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16898,-7310,1,1,1,0,Core staff,1.0,-42.0,2.0
217,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22283,365243,1,0,0,0,,2.0,-45.0,1.0
218,F,N,N,0,94500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21513,365243,1,0,1,0,,2.0,-41.0,0.0
219,F,Y,N,0,562500.0,Working,Higher education,Married,House / apartment,-14654,-2836,1,1,0,0,Managers,2.0,-12.0,0.0
220,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21992,365243,1,0,0,0,,1.0,-32.0,1.0
221,F,N,N,1,72000.0,Commercial associate,Higher education,Married,House / apartment,-14173,-1925,1,0,0,1,Accountants,3.0,-43.0,2.0
222,M,N,Y,0,144000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16979,-1830,1,0,0,0,Security staff,2.0,-11.0,2.0
223,F,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-21276,-1128,1,0,1,0,Accountants,2.0,-17.0,2.0
224,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,-17573,-5792,1,1,1,0,Managers,2.0,-28.0,2.0
225,M,Y,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-11498,-4491,1,0,0,0,,3.0,-12.0,1.0
226,F,Y,Y,2,315000.0,Commercial associate,Higher education,Married,With parents,-12621,-1327,1,0,0,0,Managers,4.0,-50.0,2.0
227,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19565,-3246,1,0,0,0,,2.0,-49.0,1.0
228,M,N,Y,0,292500.0,Commercial associate,Higher education,Single / not married,Rented apartment,-9990,-1221,1,0,1,0,Sales staff,1.0,-7.0,0.0
229,F,N,Y,0,90000.0,Pensioner,Higher education,Married,House / apartment,-21340,365243,1,0,0,0,,2.0,-51.0,2.0
230,F,N,N,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-17767,-11062,1,1,0,0,Medicine staff,2.0,-37.0,2.0
231,F,Y,N,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22989,365243,1,0,1,0,,2.0,-19.0,2.0
232,F,Y,Y,0,225000.0,Working,Higher education,Civil marriage,House / apartment,-11067,-492,1,0,0,0,Sales staff,2.0,-17.0,0.0
233,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-16076,-7679,1,0,0,0,,2.0,-27.0,1.0
234,M,Y,Y,0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18318,-923,1,0,1,1,Drivers,2.0,-59.0,1.0
235,M,N,Y,0,247500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-15995,-401,1,0,0,0,Core staff,2.0,-11.0,1.0
236,M,Y,N,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17455,-1321,1,0,0,0,Drivers,2.0,-20.0,1.0
237,F,N,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-14216,-6649,1,1,1,0,,2.0,-27.0,2.0
238,M,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-15634,-158,1,1,0,0,Laborers,2.0,-29.0,2.0
239,F,Y,Y,1,270000.0,Working,Higher education,Separated,House / apartment,-14052,-140,1,0,1,1,Sales staff,2.0,-37.0,2.0
240,M,Y,N,0,382500.0,State servant,Higher education,Married,Office apartment,-11960,-4174,1,0,0,0,,2.0,-3.0,1.0
241,M,N,N,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,-12703,-3141,1,0,1,0,Laborers,4.0,-18.0,1.0
242,F,N,N,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13791,-1353,1,1,0,0,Accountants,4.0,-6.0,2.0
243,F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15903,-762,1,0,0,0,Sales staff,1.0,-13.0,2.0
244,M,N,N,1,99000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17876,-5239,1,0,0,0,Laborers,2.0,-1.0,1.0
245,F,Y,Y,1,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-13811,-3380,1,0,0,0,Laborers,3.0,-23.0,0.0
246,F,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,-20182,-7514,1,0,0,0,Accountants,2.0,-43.0,1.0
247,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-18474,-3021,1,0,0,1,Cleaning staff,2.0,-28.0,2.0
248,M,Y,Y,2,157500.0,Commercial associate,Higher education,Married,With parents,-14192,-626,1,0,0,0,Drivers,4.0,-47.0,2.0
249,M,N,N,0,180000.0,Working,Higher education,Married,House / apartment,-14972,-1063,1,0,0,0,Core staff,2.0,-43.0,1.0
250,M,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-12627,-2267,1,0,0,0,High skill tech staff,3.0,-11.0,1.0
251,F,N,N,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20565,365243,1,0,1,0,,2.0,-14.0,2.0
252,F,Y,N,1,90000.0,Working,Incomplete higher,Married,Rented apartment,-12383,-3480,1,0,0,0,Laborers,3.0,-6.0,1.0
253,F,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-19777,-6835,1,1,1,0,Core staff,1.0,-22.0,2.0
254,F,Y,Y,0,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10302,-734,1,0,0,0,Core staff,2.0,-32.0,2.0
255,F,N,Y,1,180000.0,State servant,Higher education,Married,House / apartment,-10969,-3485,1,0,0,1,High skill tech staff,3.0,-5.0,1.0
256,F,N,Y,2,360000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13576,-3560,1,0,0,0,Sales staff,3.0,-25.0,2.0
257,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23774,365243,1,0,0,0,,1.0,-17.0,1.0
258,F,N,Y,0,315000.0,Working,Secondary / secondary special,Separated,House / apartment,-15256,-3291,1,0,0,0,Laborers,1.0,-18.0,0.0
259,F,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-14512,-4596,1,0,0,0,Laborers,3.0,-46.0,2.0
260,F,N,Y,1,180000.0,Working,Higher education,Civil marriage,House / apartment,-13767,-1882,1,0,0,0,Sales staff,3.0,-41.0,1.0
261,F,N,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-13361,-6586,1,1,0,0,Core staff,4.0,-18.0,2.0
262,M,N,N,0,180000.0,Commercial associate,Incomplete higher,Married,House / apartment,-11223,-2326,1,0,0,0,,2.0,-46.0,2.0
263,F,N,N,1,180000.0,Working,Incomplete higher,Married,With parents,-9911,-2665,1,0,0,0,,3.0,-38.0,2.0
264,F,N,N,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22791,365243,1,0,0,0,,2.0,-33.0,2.0
265,F,N,N,0,67500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-9323,-1346,1,0,0,0,,2.0,-10.0,0.0
266,F,N,Y,0,238500.0,Working,Higher education,Married,House / apartment,-20517,-2971,1,1,1,0,Sales staff,2.0,-12.0,2.0
267,F,Y,Y,0,202500.0,Pensioner,Higher education,Widow,House / apartment,-21269,365243,1,0,0,1,,1.0,-39.0,2.0
268,F,N,Y,0,630000.0,Working,Higher education,Separated,House / apartment,-22001,-1539,1,1,1,0,Accountants,1.0,-41.0,2.0
269,F,N,Y,0,405000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13362,-1963,1,0,0,0,Sales staff,1.0,-25.0,2.0
270,M,Y,N,2,135000.0,Working,Higher education,Married,House / apartment,-12725,-1631,1,0,0,0,Core staff,4.0,-42.0,0.0
271,F,Y,N,0,112500.0,Working,Higher education,Married,With parents,-10475,-1792,1,1,1,0,Core staff,2.0,-11.0,2.0
272,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22844,365243,1,0,0,0,,2.0,-13.0,2.0
273,M,Y,N,2,135000.0,Working,Secondary / secondary special,Married,With parents,-16625,-561,1,0,0,0,,4.0,-23.0,2.0
274,M,Y,Y,0,184500.0,State servant,Higher education,Married,House / apartment,-13916,-169,1,0,0,0,Managers,2.0,-60.0,2.0
275,M,Y,N,1,337500.0,State servant,Higher education,Married,House / apartment,-12794,-3574,1,0,0,0,,3.0,-2.0,1.0
276,F,N,N,0,67500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-21516,365243,1,0,0,0,,1.0,-8.0,2.0
277,M,N,Y,1,90000.0,Commercial associate,Secondary / secondary special,Married,With parents,-8316,-149,1,0,0,0,Laborers,3.0,-20.0,0.0
278,F,N,Y,0,180000.0,Working,Higher education,Married,House / apartment,-14083,-7049,1,1,0,0,Core staff,2.0,0.0,1.0
279,M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19987,365243,1,0,0,0,,2.0,-35.0,1.0
280,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-22408,-2685,1,0,1,0,Cooking staff,2.0,-44.0,1.0
281,F,N,Y,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24311,365243,1,0,1,0,,2.0,-9.0,2.0
282,M,N,N,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20644,365243,1,0,0,0,,1.0,-5.0,2.0
283,M,Y,Y,0,252000.0,Commercial associate,Higher education,Married,House / apartment,-13796,-2682,1,0,0,0,Drivers,2.0,-33.0,2.0
284,M,Y,Y,0,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23289,365243,1,0,1,0,,2.0,-22.0,2.0
285,F,N,Y,0,112500.0,Working,Secondary / secondary special,Widow,House / apartment,-16917,-4081,1,1,0,0,Laborers,1.0,-3.0,0.0
286,M,N,Y,1,562500.0,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,3.0,-35.0,2.0
287,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18061,-869,1,0,0,0,,2.0,-16.0,2.0
288,F,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12922,-923,1,0,0,0,Core staff,1.0,-53.0,2.0
289,M,N,N,3,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-14348,-727,1,0,0,1,,5.0,-5.0,2.0
290,F,N,N,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12541,-4549,1,1,1,0,Laborers,4.0,-16.0,2.0
291,F,N,N,0,157500.0,State servant,Higher education,Married,House / apartment,-11588,-801,1,1,1,0,Core staff,2.0,-23.0,2.0
292,F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14201,-2139,1,0,1,0,,2.0,-31.0,0.0
293,F,Y,Y,0,301500.0,Pensioner,Higher education,Married,House / apartment,-21044,365243,1,0,1,0,,2.0,-7.0,2.0
294,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10328,-1156,1,0,0,0,Laborers,2.0,-20.0,1.0
295,F,N,N,0,135000.0,State servant,Higher education,Separated,With parents,-19514,-1991,1,1,0,0,IT staff,1.0,-42.0,2.0
296,M,Y,N,0,247500.0,Working,Incomplete higher,Separated,House / apartment,-10370,-1550,1,1,1,0,Managers,1.0,-9.0,2.0
297,F,N,N,0,270000.0,Working,Secondary / secondary special,Civil marriage,Office apartment,-9184,-840,1,1,1,0,Sales staff,2.0,-25.0,2.0
298,M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,-8440,-1206,1,0,0,0,Sales staff,2.0,-3.0,1.0
299,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11768,-2086,1,0,0,1,Laborers,2.0,-54.0,2.0
300,M,Y,N,2,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15476,-2879,1,0,1,0,Laborers,4.0,-48.0,2.0
301,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14070,-1565,1,1,1,0,Laborers,2.0,-17.0,1.0
302,F,Y,Y,0,256500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18554,-703,1,0,0,0,Core staff,1.0,-21.0,1.0
303,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-13052,-1009,1,0,0,0,High skill tech staff,2.0,-23.0,2.0
304,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18666,365243,1,0,1,0,,2.0,-5.0,0.0
305,F,N,N,2,382500.0,State servant,Secondary / secondary special,Married,House / apartment,-18946,-4827,1,0,0,0,Security staff,4.0,-33.0,0.0
306,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,-20589,-3680,1,0,0,0,,2.0,-33.0,1.0
307,M,Y,Y,2,450000.0,Commercial associate,Higher education,Married,House / apartment,-17841,-4305,1,1,1,0,Managers,4.0,-25.0,2.0
308,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17158,-2990,1,0,0,0,Sales staff,2.0,-9.0,1.0
309,F,N,N,0,247500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16306,-4904,1,1,1,0,Laborers,2.0,-55.0,2.0
310,F,Y,Y,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-12883,-3627,1,0,0,0,Managers,2.0,-39.0,2.0
311,M,N,Y,0,229500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16481,-1292,1,1,1,0,Drivers,1.0,-19.0,1.0
312,F,N,Y,0,148500.0,Working,Higher education,Married,House / apartment,-17641,-889,1,0,0,0,Core staff,2.0,-20.0,2.0
313,F,N,Y,0,135000.0,State servant,Higher education,Married,House / apartment,-18964,-8671,1,0,1,0,Core staff,2.0,-20.0,1.0
314,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17143,-5507,1,0,1,0,,2.0,-3.0,1.0
315,F,N,N,0,166500.0,Working,Higher education,Married,House / apartment,-21466,-3992,1,0,0,0,Core staff,2.0,-14.0,2.0
316,F,Y,Y,0,463500.0,Working,Higher education,Married,House / apartment,-20848,-4090,1,1,1,0,Managers,2.0,-34.0,0.0
317,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23236,365243,1,0,0,0,,2.0,-14.0,2.0
318,F,N,Y,0,157500.0,State servant,Secondary / secondary special,Widow,House / apartment,-22887,-2052,1,0,1,0,Drivers,1.0,-7.0,1.0
319,F,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12640,-399,1,0,0,0,Accountants,3.0,-21.0,2.0
320,F,Y,N,2,135000.0,Working,Higher education,Civil marriage,Municipal apartment,-11008,-1285,1,1,1,0,Sales staff,4.0,-41.0,1.0
321,M,Y,N,4,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15328,-2578,1,0,0,0,Security staff,6.0,-30.0,2.0
322,M,N,Y,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16184,-1003,1,0,0,0,Drivers,3.0,-15.0,2.0
323,M,Y,Y,1,405000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16510,-731,1,0,0,0,,3.0,-22.0,2.0
324,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18820,-3185,1,0,1,0,Low-skill Laborers,2.0,-7.0,1.0
325,M,Y,Y,0,225000.0,Working,Higher education,Single / not married,With parents,-9444,-663,1,1,1,0,,1.0,-21.0,2.0
326,F,Y,N,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,-14436,-401,1,0,0,0,Sales staff,1.0,-1.0,0.0
327,F,N,N,0,126000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-13658,-6383,1,1,1,0,Sales staff,2.0,-45.0,2.0
328,M,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-14488,-1630,1,0,1,0,Laborers,3.0,-22.0,2.0
329,F,N,Y,0,90000.0,State servant,Secondary / secondary special,Separated,House / apartment,-14271,-302,1,0,0,0,,1.0,-14.0,2.0
330,F,N,N,0,270000.0,State servant,Secondary / secondary special,Separated,House / apartment,-19363,-12332,1,0,1,1,Medicine staff,1.0,-18.0,2.0
331,M,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,-15602,-611,1,0,0,0,,2.0,-37.0,2.0
332,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17701,-10773,1,0,0,0,Medicine staff,2.0,-16.0,1.0
333,M,Y,Y,0,184500.0,State servant,Higher education,Married,House / apartment,-13916,-169,1,0,0,0,Managers,2.0,0.0,1.0
334,F,N,N,1,270000.0,Working,Secondary / secondary special,Separated,House / apartment,-16517,-991,1,0,0,0,Core staff,2.0,-60.0,2.0
335,F,N,Y,0,99000.0,State servant,Higher education,Married,House / apartment,-18563,-8284,1,1,1,0,Laborers,2.0,-39.0,2.0
336,F,Y,Y,0,432000.0,Commercial associate,Incomplete higher,Married,House / apartment,-12719,-1218,1,0,1,1,Managers,2.0,-31.0,0.0
337,M,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19161,-3347,1,1,1,0,Security staff,2.0,-11.0,0.0
338,F,N,Y,0,247500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23132,365243,1,0,0,0,,2.0,-28.0,2.0
339,F,N,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-12899,-157,1,0,1,0,Laborers,4.0,-37.0,2.0
340,F,Y,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,-17134,-1986,1,0,0,0,Sales staff,2.0,-20.0,2.0
341,F,Y,Y,2,121500.0,Working,Incomplete higher,Married,House / apartment,-11327,-101,1,1,1,0,Core staff,4.0,-26.0,2.0
342,F,Y,Y,4,112500.0,Working,Higher education,Married,House / apartment,-13671,-1974,1,0,0,0,Core staff,6.0,-12.0,0.0
343,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21567,365243,1,0,0,0,,2.0,-36.0,2.0
344,F,Y,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,-21030,-2299,1,0,0,0,,2.0,-33.0,2.0
345,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-17732,365243,1,0,0,0,,2.0,-2.0,1.0
346,M,N,N,0,225000.0,Working,Higher education,Single / not married,House / apartment,-10166,-1774,1,1,0,0,,1.0,-40.0,2.0
347,F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14461,-1589,1,0,1,0,Laborers,3.0,-6.0,1.0
